date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
20.02.2022;992.3;991.1;989.1;10;9;8;6.5;10.5;9;55;47;57;W;4;W;4;SW;2;0.1;rain
21.02.2022;978.3;980.5;980.6;9;8;8;7;7.8;;66;49;53;SE;1;W;5;W;2;0.4;rain
22.02.2022;987;992.4;993.8;3;7;8;4.6;8.1;6.4;73;47;50;W;3;NW;4;NW;3;2.1;rain
23.02.2022;994.6;999.5;1001;7;5;0;7.7;;8.6;74;36;51;W;4;NW;4;W;4;1.3;rain
24.02.2022;997.3;992.8;989.6;1;6;10;0.1;13.8;10.2;78;40;50;S;1;SE;2;SE;3;0.1;rain
25.02.2022;994.5;996.3;998.5;8;10;9;4.6;8.4;;74;33;35;W;4;NW;3;NW;3;traces;rain
26.02.2022;1002.8;1004.4;1006;5;7;10;3.5;7.4;3.8;69;41;75;NW;4;NW;3;N;2;traces;rain
27.02.2022;1007.4;1006.5;1006.8;3;5;0;1;8.3;4.7;80;42;49;N;2;N;2;N;3;0;
28.02.2022;1005.9;1005.6;1007.7;1;8;1;0.1;4.3;2.2;62;38;44;N;3;N;3;N;3;0;
01.03.2022;1008.1;1005.1;1003.3;0;1;0;-2.8;6.1;2.7;71;40;49;NW;2;NW;2;W;2;0;
02.03.2022;1000.7;997.4;996;1;1;0;-1;7.2;1.7;57;22;41;NW;3;N;3;NW;2;0;
03.03.2022;994;991.2;991.6;1;6;1;-3.5;7.7;3.3;68;29;41;;0;N;2;NE;2;0;
04.03.2022;993.8;994.1;995.5;10;9;9;-0.8;4.7;2.8;68;47;65;N;3;N;2;N;2;traces;snow
05.03.2022;995.9;995.7;996.2;9;9;9;1;4.3;3.1;74;58;49;NW;2;NE;2;NE;2;traces;snow
06.03.2022;996.6;995.2;995.8;8;9;10;-0.3;3.9;1.6;60;40;49;N;1;NW;2;N;2;0;
07.03.2022;997.1;996.7;997.4;10;9;9;-0.5;1.9;2.8;54;51;55;N;3;NW;4;N;3;traces;snow
08.03.2022;998.2;997.6;997.7;1;8;0;-0.2;7.1;4.7;66;38;44;W;1;N;3;N;2;0;
09.03.2022;999.7;998;998.4;3;4;0;1.1;10.9;;58;39;37;NW;3;NW;2;N;3;0;
10.03.2022;1003;1003.5;1004.3;1;1;0;2.4;8;3.5;60;33;33;NW;2;N;3;NE;2;0;
11.03.2022;1007;1005.6;1004.8;0;0;0;-2.9;4.1;1.2;52;29;33;SE;3;SE;3;SE;3;0;
12.03.2022;1005.2;1003;1001.7;0;2;1;-2.1;7.1;4.2;39;22;26;SE;3;SE;4;SE;4;0;
13.03.2022;999.2;997.9;998.5;0;0;0;-0.5;10.9;7.9;42;20;23;SE;2;SE;4;SE;3;0;
14.03.2022;1001.6;1004.5;1006;0;2;1;2.1;14.7;10.1;43;31;39;SE;3;S;2;S;2;0;
15.03.2022;1005.6;1000.3;997.9;9;10;10;2.3;14.6;11.1;68;36;49;E;1;SE;3;S;2;4.7;rain
16.03.2022;996.1;1000.2;1001.2;8;8;6;8.3;10.1;9.6;71;62;62;NW;4;NW;3;NW;3;0;
17.03.2022;1004.3;1004.9;1005.9;9;5;6;2.6;12.6;8.1;91;31;55;N;1;SE;3;E;2;0;
18.03.2022;1011.7;1013.5;1014.5;9;5;3;2.6;11.4;6.3;86;50;65;N;1;E;2;W;1;0;
19.03.2022;1013.4;1011.1;1011.7;9;0;1;2.2;10.5;8.1;74;27;51;NW;1;E;1;E;3;0;
20.03.2022;1014.1;1013.5;1013.6;0;8;9;1.8;10.4;6.6;43;28;30;SE;2;SE;4;SE;3;0;
21.03.2022;1012.9;1011.8;1011.2;0;0;0;0.8;11.6;7.4;52;20;25;SE;1;SE;3;SE;2;0;
22.03.2022;1012.1;1010.1;1008.7;0;0;0;0.8;15.5;10;52;19;29;NE;1;SE;3;SE;2;0;
23.03.2022;1007.3;1004.4;1002.7;0;0;0;3;19.6;13.5;53;19;24;NE;2;E;2;SE;2;0;
24.03.2022;1001.5;1000.5;1000;0;0;0;4.2;19.5;13.6;60;17;29;SE;1;N;2;N;2;0;
25.03.2022;1002.3;1001.2;1001;0;0;0;4.5;17.8;12.1;60;21;35;SW;1;N;2;N;2;0;
26.03.2022;1003.5;1001.7;1001.2;0;0;0;5;18.1;14.5;64;22;27;NW;1;NW;3;NW;2;0;
27.03.2022;1005.7;1004.1;1002.7;9;3;0;9.5;16.1;12.2;62;44;49;N;2;NE;2;N;2;0;
28.03.2022;1001;995.2;991.5;0;0;0;5.9;19.3;15.4;65;37;36;S;1;E;2;W;2;0;
29.03.2022;986.6;983;980.3;10;7;10;13.8;21.9;18;42;23;27;W;3;W;3;NW;3;0;
30.03.2022;980.3;976;972.9;9;9;10;10.4;15.8;13.1;67;44;54;N;1;SE;3;E;1;traces;rain
31.03.2022;972.8;971.1;970.1;10;10;10;8.3;7.4;5.6;81;93;93;NE;2;N;2;N;2;10;rain
01.04.2022;970.5;972.3;974.9;10;10;10;3.3;5.7;3.2;84;69;76;NW;3;NW;3;N;3;0;
02.04.2022;978;980.4;983.5;10;10;10;2.4;3.6;0.4;69;61;92;NW;3;NW;3;NW;3;4.4;snow
03.04.2022;989;992.4;993.7;8;9;9;1;3.7;2.8;68;54;53;NW;4;NW;3;NW;2;traces;snow
04.04.2022;995;990;985.8;1;4;2;2;9.1;6.2;67;37;54;W;3;W;4;W;2;1.9;rain
05.04.2022;982.8;984.4;984.3;10;10;9;7;9.1;9.7;67;80;77;W;5;W;4;W;3;2.7;rain
06.04.2022;984.9;981.3;977.3;7;7;6;12.1;19.4;15.6;68;39;50;SW;2;S;2;SE;2;2.4;rain
07.04.2022;976.5;973;971.5;9;7;9;10.6;18.6;17;84;38;43;W;3;W;4;NW;3;traces;rain
08.04.2022;977.9;976.3;972.3;8;10;10;9.9;14.7;14.4;62;45;63;W;4;W;2;W;1;3.5;rain
09.04.2022;974.1;983.8;986.1;10;10;10;9.6;8.7;8.2;70;49;44;W;3;NW;3;NW;3;traces;rain
10.04.2022;991.9;992.8;994.4;2;8;5;5.2;8.7;7.4;61;60;44;NW;3;NW;2;NW;3;traces;rain
11.04.2022;998;996;994.6;4;8;2;5.5;;8.7;61;34;38;NW;2;NE;1;SE;2;0;
12.04.2022;995.7;993.9;993.4;8;8;3;5.1;16.4;13.2;56;35;43;NE;1;SE;3;SE;2;0;
13.04.2022;995;994.3;994.1;4;4;2;9.3;19.8;16.3;56;34;40;SE;3;SE;4;SE;3;0;
14.04.2022;993.8;992.8;992.6;3;1;3;11.9;22.3;18.3;48;30;37;SE;2;SE;3;S;2;0;
15.04.2022;996.1;;995.8;9;6;7;14.1;17.1;13.8;70;66;68;NW;2;NW;2;N;3;5;rain
16.04.2022;999.4;1001.9;1003;9;9;9;8.9;9.2;9;70;51;42;NW;4;N;4;N;3;0;
17.04.2022;1003.3;999.5;997.8;1;1;1;6.1;12.3;;56;31;39;NW;3;N;3;NE;3;0;
18.04.2022;993.8;991.3;989.3;7;7;9;;12.1;9.2;65;44;61;SE;1;NW;3;W;2;0.1;rain
19.04.2022;987.2;986.8;988.4;10;10;10;6.7;5;5.3;60;87;88;N;2;E;1;N;2;5.6;rain
20.04.2022;991.2;988.9;988.2;2;6;5;5.2;13.1;8.8;83;43;54;W;2;N;2;NW;2;0;
21.04.2022;987.7;985.6;984.8;3;3;1;6;;13.7;73;41;49;NE;1;SE;3;SE;3;0;
22.04.2022;981.8;981.5;;10;10;10;9.1;8.7;8.6;62;88;90;SE;2;E;2;N;3;4.8;rain
23.04.2022;;982.8;981.2;10;9;10;8.2;13.8;12.7;84;65;73;N;2;SE;2;SE;2;0.2;rain
24.04.2022;975;975.1;978;9;5;8;12.2;17.9;11.2;81;67;92;E;1;W;3;W;1;4.4;rain
25.04.2022;980.7;984.5;986.5;9;9;2;11.1;14.4;11.9;78;60;65;W;4;NW;4;NW;3;traces;rain
26.04.2022;990.7;990.2;990.1;8;8;9;9.2;13.7;;73;52;61;NW;2;E;2;E;2;1.4;rain
27.04.2022;995.2;995.7;997.3;10;10;9;8.5;13.6;11.9;78;61;70;NW;3;NW;3;NW;3;0;
28.04.2022;1000.2;1000.4;1001.3;4;9;8;12.4;17.9;15.4;57;35;35;NW;2;N;3;N;2;0;
29.04.2022;1002.9;1000.5;999.1;0;7;5;11.3;17.7;14.1;63;34;48;SE;1;N;2;NE;2;0;
30.04.2022;998;994.8;993.6;9;8;5;9.4;20.4;17;62;30;39;N;1;SE;2;SE;2;0;
01.05.2022;995.2;994.3;993.5;9;10;10;12.8;14.7;14.1;69;81;73;W;3;NW;1;N;1;1;rain
02.05.2022;992.7;990.5;990.8;9;7;9;12.5;21.6;16.6;79;36;60;SE;1;E;2;SE;1;0.7;rain
03.05.2022;990.2;989;989.3;2;8;4;13.3;20.2;18.8;76;39;44;;0;SW;2;NE;2;0;
04.05.2022;992.4;991.6;991.6;3;7;9;13.9;19.5;16.8;71;49;61;W;1;E;1;E;2;0.8;rain
05.05.2022;994.4;994.1;993.8;5;7;9;14.2;22.3;18.4;80;44;51;E;1;S;2;SW;2;0;
06.05.2022;996;997;996.3;10;10;10;13.7;16.9;16.2;84;78;79;;0;NE;2;NW;2;10.5;rain
07.05.2022;997.1;996.1;995.8;10;10;9;13.4;18.2;16.2;91;72;72;N;2;N;2;N;2;0.1;rain
08.05.2022;997.7;997.8;997.4;10;9;9;14.5;18.7;17.9;80;64;66;NW;1;N;2;NW;2;0;
09.05.2022;1000.2;998.9;998.3;8;5;2;15.7;23.1;19.6;70;41;49;NW;1;N;2;NE;2;0;
10.05.2022;998.8;996.1;993.9;1;5;2;;23.6;19.7;66;37;47;;0;N;2;NW;1;0;
11.05.2022;994.1;991.8;990.3;5;5;4;16.4;28.1;24.8;70;29;38;E;1;W;2;S;3;0;
12.05.2022;991.7;992.4;991.8;2;6;4;20.9;29.5;24.8;61;35;44;SE;1;W;4;W;2;7.6;rain
13.05.2022;994.5;992.4;992.2;9;7;5;16.6;24.2;;92;55;63;W;2;W;4;W;5;0.7;rain
14.05.2022;996.8;994.9;993.7;1;4;3;16.2;23;20;50;36;46;NW;2;NW;3;NW;2;0;
15.05.2022;995.9;994.3;993.3;3;1;3;16.7;24.6;21.6;64;35;44;E;1;NE;2;NE;1;0;
16.05.2022;994.7;992.8;991.9;2;6;8;17.3;26.4;23.1;60;38;51;NE;1;E;2;NE;1;4;rain
17.05.2022;993.4;992.6;995.1;10;8;7;16.2;19.8;16.3;93;79;71;W;4;W;4;N;3;1.3;rain
18.05.2022;1001.7;1002.6;1002.2;1;1;1;15.4;20.5;16.2;64;25;28;N;1;NE;3;N;2;0;
19.05.2022;1001.3;999;997.4;1;1;3;14.2;26.2;22.3;60;29;31;E;1;SE;3;SE;3;0;
20.05.2022;998.5;995.6;991.5;8;3;6;17.7;30.8;27.3;58;37;45;E;1;E;1;S;3;9.4;rain
21.05.2022;993;992.8;991.7;9;2;7;19.1;25.9;21.8;85;36;39;W;3;W;4;NW;3;0;
22.05.2022;992.9;989.4;988.3;7;2;8;;22.6;20.3;56;35;42;NW;3;NW;3;N;2;0;
23.05.2022;988;984.6;982.7;5;8;8;17.2;21.7;20.1;54;45;47;E;2;SE;3;SE;3;0.4;rain
24.05.2022;983.9;984.1;985.8;9;10;10;17.1;22.3;18.2;72;60;88;SE;2;SE;2;SE;1;2.9;rain
25.05.2022;988.5;991.5;993.7;9;10;9;15;17;16.1;87;80;83;W;2;NW;3;NW;2;0.4;rain
26.05.2022;996.9;996.7;995.9;8;5;5;18.8;23.9;21.2;56;41;48;W;4;W;4;W;2;0;
27.05.2022;995.6;991.1;990.5;5;3;9;19.7;25.2;22;56;40;46;W;3;W;5;NW;3;2.2;rain
28.05.2022;991.9;990.8;990.4;9;9;8;14.4;15.7;16.3;76;56;41;W;3;W;3;N;2;traces;rain
29.05.2022;988.5;986.6;986.6;5;10;10;13.4;15.6;11.8;57;47;84;NE;1;SE;2;W;2;0.5;rain
30.05.2022;987.2;987;987.9;9;5;9;12.5;19.4;17.5;72;42;48;W;2;E;2;SE;2;0;
31.05.2022;991.4;989.1;987.2;7;1;5;14.8;24.3;22.3;67;41;51;E;1;SE;3;SE;3;9.1;rain
01.06.2022;991.1;990.7;989.5;3;7;9;17.6;25.9;23;71;31;49;W;4;W;3;SE;2;8.5;rain
02.06.2022;993.7;994.8;994.7;5;5;5;17.9;24.2;21.9;74;45;48;W;2;N;2;E;2;traces;rain
03.06.2022;996.7;993;990.6;2;3;10;20.1;27.4;25.6;51;46;54;SE;1;SE;4;S;3;0;
04.06.2022;991.9;991.8;992.2;5;6;5;22;28.2;22.5;68;46;60;W;3;NW;2;N;1;2.8;rain
05.06.2022;994.4;991;988.5;6;8;9;20.5;26.4;25.2;77;49;61;N;2;E;3;SE;3;24.3;rain
06.06.2022;993;992.5;991.2;9;5;1;17.4;25.3;23.7;88;51;56;W;3;W;3;NE;2;0;
07.06.2022;989.5;988.7;988.3;5;10;10;21.4;19.4;16.6;72;88;92;NE;2;W;3;NW;3;12.9;rain
08.06.2022;987.8;985;983.5;10;9;9;16.9;23.5;21.1;83;51;62;NW;2;NE;2;NE;2;traces;rain
09.06.2022;983.8;985.4;987.8;10;10;10;15.8;17.1;16.9;81;82;84;W;4;W;4;W;4;9.9;rain
10.06.2022;994;996.1;995.9;10;10;9;14.6;17.2;19.4;94;83;73;NW;4;NW;4;W;4;6.2;rain
11.06.2022;997.7;996.5;995.8;0;4;1;19.7;25.2;23.4;61;41;42;NW;3;N;3;N;3;0;
12.06.2022;997.3;995.1;993.2;1;2;0;21.2;27.7;;64;37;52;E;1;N;2;W;2;0;
13.06.2022;992.1;990.4;994;9;8;9;20.6;23.7;17.4;59;63;66;NW;3;W;4;N;4;3.7;rain
14.06.2022;997.9;996.6;995.4;6;9;9;17.3;22.3;20.5;54;45;47;N;2;N;2;NE;2;0;
15.06.2022;996.6;994.8;993.3;3;1;4;17.3;25.8;23.8;65;47;51;E;1;E;3;SE;2;0;
16.06.2022;;991.3;992.8;1;6;4;21.1;29;19;67;42;84;SE;1;SE;2;NW;2;2.7;rain
17.06.2022;997.2;998;998.1;3;5;6;19.5;25;22.6;67;45;44;NW;3;N;3;N;2;0;
18.06.2022;999.1;995.7;993.4;8;1;1;19.7;29.1;26.2;64;33;42;;0;W;1;S;3;0;
19.06.2022;991.7;988.1;986.2;1;1;0;21.3;30.4;27.3;66;37;42;E;2;SE;4;SE;3;0;
20.06.2022;985.1;986.1;983.9;0;5;8;22;26.7;27.4;66;60;55;SE;2;NW;2;W;2;0.7;rain
21.06.2022;990.8;989.7;988.5;5;4;5;17.6;24;22.5;53;34;38;NW;3;NW;2;N;2;0;
22.06.2022;989.9;988.1;986.8;6;8;10;19.9;26.3;23.9;57;39;57;E;1;E;2;SE;2;0.6;rain
23.06.2022;990.7;990.1;988.9;6;1;1;22.4;28.2;25.9;70;35;31;S;1;NE;2;E;2;0;
24.06.2022;988.4;986;983.9;3;3;5;22.3;28.4;26.9;65;45;50;SE;2;SE;4;S;4;7.4;rain
25.06.2022;988.9;990;989.5;10;9;9;15.9;22;21.8;91;63;69;W;5;W;3;NW;2;2;rain
26.06.2022;991.3;991.2;990.4;0;1;1;21.7;28.9;27.1;73;42;44;NE;1;NE;2;SE;2;0;
27.06.2022;990.8;989.7;989;4;2;1;25.3;33.2;30.6;66;38;47;SE;1;SE;3;SE;3;0.4;rain
28.06.2022;995.2;993.9;992.6;8;6;9;22.8;29.1;28.1;70;48;49;W;2;N;2;E;2;0;
29.06.2022;;987.2;985.7;9;7;6;23.9;32.9;28.5;69;39;59;NE;1;E;3;NE;1;0.2;rain
30.06.2022;989.2;987.2;985.4;8;1;3;22.4;31;29.7;73;49;51;NW;2;NW;1;NW;2;0;
01.07.2022;988.2;988.5;992.5;8;3;9;24.8;29.3;18.5;58;47;79;W;4;W;3;W;6;2.5;rain
02.07.2022;1000.3;998.8;996.3;1;1;0;17.7;24.8;23.7;68;40;46;NW;3;N;3;N;2;0;
03.07.2022;995.8;993.8;992.2;2;1;1;20;29.1;27;67;42;47;NE;2;NW;2;N;2;0;
04.07.2022;993.2;992.8;991.6;9;4;9;23;30.3;25.2;69;37;59;SE;1;NW;2;W;3;0.6;rain
05.07.2022;992.3;993.2;993.6;10;10;5;20.1;21.7;21.6;79;74;68;W;4;NW;3;N;3;traces;rain
06.07.2022;994.7;994.9;994.6;2;7;1;23;25.3;22.4;58;45;55;W;2;NW;3;NW;2;0.7;rain and hail
07.07.2022;994.4;994.6;994.7;9;9;9;19.9;18.6;17.5;62;58;68;NE;1;W;4;W;4;0;
08.07.2022;;1000.4;1000.4;9;9;3;16.7;18.2;17.7;74;64;61;NW;4;W;5;W;4;traces;rain
09.07.2022;1000.1;996.5;995.9;5;6;9;18.4;25.4;18.7;59;36;71;NW;3;NW;3;NW;3;4.3;rain
10.07.2022;994;993.7;995;9;5;7;16.8;19.7;17.9;76;46;45;NW;3;NW;4;NW;4;0.5;rain
11.07.2022;996.2;995.4;995.6;9;9;6;16.5;22.8;20.3;64;35;55;W;3;NW;2;W;2;0;
12.07.2022;997.4;997.4;997.1;3;8;2;19.8;22.5;22.8;47;38;35;NW;3;N;2;NW;3;0;
13.07.2022;997.3;995.6;994.4;4;5;5;19;29.8;27.2;58;24;35;W;3;NW;3;W;3;0;
14.07.2022;994;990.7;987.4;9;2;4;22.3;34.1;29.5;54;21;31;E;1;W;3;W;2;6.2;rain
15.07.2022;993.7;994;993.9;2;8;8;19;25.1;22.5;70;34;40;NW;4;NW;3;N;2;0;
16.07.2022;995;993.9;995.5;2;7;7;19.6;26.3;23.9;52;38;35;;0;NW;3;NW;2;0;
17.07.2022;1001.4;1000.6;999.4;0;3;7;20.2;25.3;23.5;48;28;40;N;2;N;2;NW;1;0;
18.07.2022;1001.5;999.3;997.8;8;5;7;17.8;28.5;25.6;56;20;32;E;1;NE;2;N;1;0;
19.07.2022;998.3;996.6;995;1;1;1;22.9;31.8;28.1;47;23;31;S;1;E;2;NE;1;0;
20.07.2022;996.3;994.1;992.9;0;3;4;23.3;35;;51;20;25;E;1;SE;3;SE;3;0;
21.07.2022;994.1;992.9;992.1;6;4;5;26.2;34.1;30.4;50;32;43;SW;1;W;2;W;3;traces;rain
22.07.2022;995;992.4;990.5;1;0;1;25.2;;31;57;32;39;NW;2;NE;1;NE;1;0;
23.07.2022;991.4;990.5;990.8;7;10;6;27.4;31.4;29.1;51;39;42;W;2;W;4;W;3;0;
24.07.2022;995.7;;992.7;8;3;1;22.8;30.7;28;62;29;33;NW;3;NW;2;N;2;0;
25.07.2022;992.2;987.7;984.8;1;0;1;22.1;34.1;31.5;57;29;39;NE;1;SE;3;SE;3;2.3;rain
26.07.2022;988.4;990;989.7;10;10;3;19.8;20.6;;88;82;91;W;4;N;3;W;1;3;rain
27.07.2022;990.3;990.2;990.1;1;10;9;20.4;22.6;22.7;83;61;64;NE;2;W;2;NW;1;0.1;rain
28.07.2022;;991.4;990;1;1;1;18.5;28.6;26.4;67;33;40;N;2;E;2;E;2;0;
29.07.2022;991.2;990.3;989.5;4;8;8;22.2;27;21.3;60;50;90;E;1;N;2;NE;2;3.5;rain
30.07.2022;990.6;989.3;989.9;10;9;4;18.3;23.1;20.7;91;67;70;W;3;W;3;W;3;2.2;rain
31.07.2022;991.7;990.3;990.1;6;6;7;19.1;26.7;23.8;66;38;52;NW;4;NW;4;W;3;0;
01.08.2022;990.1;990.2;990.4;9;8;1;22.5;25.5;25.3;62;48;54;NW;1;W;3;W;3;0.1;rain
02.08.2022;994;993.5;993;6;2;4;22.4;28.7;26.1;63;42;48;NW;2;N;2;NW;2;0;
03.08.2022;994.5;993.2;992.2;1;1;1;21.7;31.9;27.3;66;27;39;;0;E;2;NE;1;0;
04.08.2022;;991.5;990.3;0;0;0;21;33.3;29.4;63;25;28;NE;1;E;3;SE;3;0;
05.08.2022;;988.5;988;0;1;8;24.1;34.4;30.9;51;32;42;SE;2;NE;2;NW;2;0;
06.08.2022;994.5;997.2;997.8;9;10;9;23.1;22.3;20.5;74;64;64;NW;4;N;3;N;3;0.8;rain
07.08.2022;997.9;995.9;995.2;9;9;10;17.7;24.6;21.9;61;44;54;NW;3;N;3;N;2;0.2;rain
08.08.2022;997;998.1;997.4;9;9;8;18.5;18.4;19.4;58;83;68;NW;2;SW;2;W;2;2.5;rain
09.08.2022;998.9;998;998.4;1;1;1;18.7;28;24.4;57;30;35;NW;3;N;3;N;3;0;
10.08.2022;1000.2;998.5;997.8;4;6;1;19.8;27;24.6;55;31;35;N;2;N;3;NE;3;0;
11.08.2022;997.9;995.5;994.4;1;7;4;19.4;27;23.3;52;26;35;N;1;NE;1;N;2;0;
12.08.2022;995.1;993.4;991.9;4;3;5;18;27.3;23.5;61;29;38;N;1;E;2;NW;2;0;
13.08.2022;990.8;989;988.1;8;10;8;20.2;27.4;24.3;59;42;55;NW;2;N;3;N;3;traces;rain
14.08.2022;986.8;985.4;983.3;9;8;4;21.3;25.5;23.7;74;56;62;NW;2;NW;2;NW;1;0;
