date;airPressure_7h;airPressure_14h;airPressure_19h;skyCover_7h;skyCover_14h;skyCover_19h;temp_7h;temp_14h;temp_19h;hum_7h;hum_14h;hum_19h;windDir_7h;windBeauf_7h;windDir_14h;windBeauf_14h;windDir_19h;windBeauf_19h;precip;precipType
22.11.2023;995.9;1000.6;1002.5;10;10;9;38.480000000000004;37.94;;89;76;78;NW;3;NW;3;N;2;traces;rain
23.11.2023;999.1;995.2;990.3;6;3;0;39.019999999999996;44.24;44.06;68;61;62;W;4;W;5;W;5;0.6;rain
24.11.2023;980.1;976.6;975.1;10;10;10;45.5;44.06;40.1;84;70;79;W;4;W;4;W;5;4.7;rain and snow
25.11.2023;975.6;979.4;980.1;9;10;10;36.68;34.16;33.26;73;85;93;NW;4;NW;3;W;2;3;snow
26.11.2023;984.6;987;989.6;3;3;5;34.34;38.84;34.7;73;48;65;NW;4;NW;4;W;2;0.4;rain and snow
27.11.2023;985.8;982.3;977.8;10;9;10;37.22;44.06;39.019999999999996;86;60;77;W;4;W;2;SE;2;0.9;rain
28.11.2023;968.4;968;972.8;10;10;10;35.42;42.620000000000005;37.58;91;78;90;SW;1;W;2;W;3;6.9;rain and snow
29.11.2023;982.8;983.8;984.3;4;4;8;30.02;36.5;31.64;80;64;80;NW;3;W;3;SW;2;traces;snow
30.11.2023;981;978.1;977.1;10;10;10;;33.98;33.08;93;79;95;N;2;E;2;E;2;traces;rain
01.12.2023;977.9;977.4;977.8;10;10;10;32.9;33.26;32.72;92;97;97;NE;2;N;1;NW;1;15.5;rain and snow
02.12.2023;975.2;977.7;983.7;10;10;10;32.36;31.82;30.38;93;95;88;NW;2;NW;3;NW;4;13.4;snow
03.12.2023;995.7;998.2;999.7;9;3;5;27.32;29.3;25.88;81;73;79;W;3;W;4;W;2;traces;snow
04.12.2023;998.3;991.9;990;0;10;9;17.06;32.54;31.28;91;71;71;NW;1;SE;3;SE;4;traces;snow
05.12.2023;988.2;988.3;989;10;10;10;29.66;32.0;31.82;87;83;84;SE;2;S;2;S;2;5.1;snow
06.12.2023;989.3;988.8;990.2;10;10;9;31.1;34.16;33.08;96;91;95;NE;1;NE;1;W;1;1.6;rain and snow
07.12.2023;993.9;995;996;9;7;2;37.58;39.56;36.68;75;69;73;NW;4;NW;4;NW;3;traces;rain
08.12.2023;992.2;990;991.9;0;9;9;26.060000000000002;34.34;34.16;94;82;85;E;1;SE;3;SE;3;0.4;"rain; snow and graupel"
09.12.2023;994.3;992.4;988.5;10;10;10;32.36;33.08;32.36;95;92;94;S;2;S;2;SE;2;6.4;snow and graupel
10.12.2023;983.9;988.4;989.5;8;8;0;32.36;46.4;39.019999999999996;96;68;81;NE;1;W;4;W;2;0.6;rain
11.12.2023;985.1;983;983.4;9;9;8;34.16;40.82;37.58;95;81;93;W;2;SE;1;W;2;0.2;rain
12.12.2023;987.1;985.9;983.8;5;8;10;43.7;50.900000000000006;43.879999999999995;76;64;76;SW;2;W;1;SE;2;3.6;rain
13.12.2023;977.6;976;976.5;10;10;10;40.46;43.34;40.28;97;96;99;SW;1;NE;1;W;1;0.3;rain
14.12.2023;982.2;987.4;992.1;10;7;9;43.16;47.120000000000005;44.6;93;78;85;W;3;W;4;W;3;0.8;rain
15.12.2023;1001.9;1008;1010.5;9;10;9;41.0;36.5;39.2;73;92;69;NW;3;N;2;NW;3;2.6;rain
16.12.2023;1014.1;1013.9;1014.1;9;1;3;38.480000000000004;46.58;40.28;87;64;79;W;2;W;3;W;2;0;
17.12.2023;1013.3;1011.7;1011.2;1;7;3;41.72;51.8;42.8;70;45;61;W;3;W;3;NE;2;0;
18.12.2023;1008.5;1006;1005.6;1;1;0;34.52;57.379999999999995;44.42;90;36;64;E;2;W;4;SE;1;0;
19.12.2023;1001.6;997.2;994.9;1;5;8;33.08;46.58;34.52;89;65;92;NE;1;E;1;E;1;0;
20.12.2023;988.7;988.4;989.5;8;9;5;44.24;44.6;41.9;70;73;69;W;3;W;5;W;3;1.4;rain
21.12.2023;982.9;975;968.5;9;10;7;45.32;49.1;50.18;63;65;68;W;5;W;5;W;5;6.2;rain
22.12.2023;971.6;972.3;973.5;9;9;9;42.08;45.5;41.72;65;45;70;W;4;NW;4;W;4;21.3;"rain; snow and graupel"
23.12.2023;978.7;976.1;980.1;10;10;10;38.66;33.08;37.94;78;96;90;NW;4;SE;1;NW;3;28.3;rain and snow
24.12.2023;982.9;984.1;983.7;7;10;10;47.84;49.46;50.0;67;71;85;W;6;W;5;W;4;0.8;rain
25.12.2023;984.3;985.9;988.5;6;10;10;55.22;56.480000000000004;55.94;61;50;53;W;4;W;4;W;4;traces;rain
26.12.2023;987.4;990.5;993.6;9;10;9;53.06;50.72;50.72;36;59;66;SW;2;W;4;W;3;0;
27.12.2023;999.4;998.8;997.2;7;4;3;46.76;194.5417167070177;43.879999999999995;67;59;82;NW;2;E;2;S;2;0;
28.12.2023;996.3;995.6;995.4;10;7;9;39.019999999999996;39.92;37.04;96;84;95;NE;1;SW;2;SW;1;0;
29.12.2023;993.3;991.6;991.9;3;9;9;47.480000000000004;57.56;53.24;66;44;55;W;3;W;4;SW;2;0;
30.12.2023;991.7;993.2;993.6;9;4;0;51.44;53.42;44.78;63;58;78;W;3;W;3;W;2;0;
31.12.2023;988.8;985.1;984.1;10;10;9;37.76;38.66;37.22;96;88;89;SE;2;;0;N;1;5.4;rain
